"bigram","n","year","score","category"
NA,35,2018,2,"Public Services & Government"
NA,19,2018,2,"Public Services & Government"
NA,18,2018,2,"Public Services & Government"
NA,15,2018,2,"Public Services & Government"
NA,13,2018,2,"Public Services & Government"
NA,10,2018,2,"Public Services & Government"
NA,9,2018,2,"Public Services & Government"
NA,8,2018,2,"Public Services & Government"
NA,8,2018,2,"Public Services & Government"
NA,8,2018,2,"Public Services & Government"
NA,8,2018,2,"Public Services & Government"
NA,8,2018,2,"Public Services & Government"
NA,8,2018,2,"Public Services & Government"
NA,8,2018,2,"Public Services & Government"
NA,7,2018,2,"Public Services & Government"
NA,7,2018,2,"Public Services & Government"
NA,5,2018,2,"Public Services & Government"
NA,5,2018,2,"Public Services & Government"
NA,5,2018,2,"Public Services & Government"
NA,5,2018,2,"Public Services & Government"
NA,5,2018,2,"Public Services & Government"
NA,5,2018,2,"Public Services & Government"
NA,5,2018,2,"Public Services & Government"
NA,5,2018,2,"Public Services & Government"
NA,4,2018,2,"Public Services & Government"
NA,4,2018,2,"Public Services & Government"
NA,4,2018,2,"Public Services & Government"
NA,4,2018,2,"Public Services & Government"
NA,4,2018,2,"Public Services & Government"
NA,4,2018,2,"Public Services & Government"
NA,4,2018,2,"Public Services & Government"
NA,4,2018,2,"Public Services & Government"
NA,4,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,3,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,2,2018,2,"Public Services & Government"
NA,41,2018,2,"Real Estate"
NA,37,2018,2,"Real Estate"
NA,32,2018,2,"Real Estate"
NA,29,2018,2,"Real Estate"
NA,23,2018,2,"Real Estate"
NA,22,2018,2,"Real Estate"
NA,21,2018,2,"Real Estate"
NA,20,2018,2,"Real Estate"
NA,19,2018,2,"Real Estate"
NA,18,2018,2,"Real Estate"
NA,17,2018,2,"Real Estate"
NA,16,2018,2,"Real Estate"
NA,15,2018,2,"Real Estate"
NA,14,2018,2,"Real Estate"
NA,13,2018,2,"Real Estate"
NA,13,2018,2,"Real Estate"
NA,13,2018,2,"Real Estate"
NA,12,2018,2,"Real Estate"
NA,12,2018,2,"Real Estate"
NA,12,2018,2,"Real Estate"
NA,12,2018,2,"Real Estate"
NA,12,2018,2,"Real Estate"
NA,11,2018,2,"Real Estate"
NA,11,2018,2,"Real Estate"
NA,10,2018,2,"Real Estate"
NA,10,2018,2,"Real Estate"
NA,10,2018,2,"Real Estate"
NA,10,2018,2,"Real Estate"
NA,10,2018,2,"Real Estate"
NA,9,2018,2,"Real Estate"
NA,9,2018,2,"Real Estate"
NA,9,2018,2,"Real Estate"
NA,9,2018,2,"Real Estate"
NA,9,2018,2,"Real Estate"
NA,9,2018,2,"Real Estate"
NA,9,2018,2,"Real Estate"
NA,9,2018,2,"Real Estate"
NA,9,2018,2,"Real Estate"
NA,8,2018,2,"Real Estate"
NA,8,2018,2,"Real Estate"
NA,8,2018,2,"Real Estate"
NA,8,2018,2,"Real Estate"
NA,8,2018,2,"Real Estate"
NA,8,2018,2,"Real Estate"
NA,8,2018,2,"Real Estate"
NA,8,2018,2,"Real Estate"
NA,8,2018,2,"Real Estate"
NA,8,2018,2,"Real Estate"
NA,8,2018,2,"Real Estate"
NA,8,2018,2,"Real Estate"
NA,8,2018,2,"Real Estate"
NA,8,2018,2,"Real Estate"
NA,7,2018,2,"Real Estate"
NA,7,2018,2,"Real Estate"
NA,7,2018,2,"Real Estate"
NA,7,2018,2,"Real Estate"
NA,7,2018,2,"Real Estate"
NA,7,2018,2,"Real Estate"
NA,7,2018,2,"Real Estate"
NA,7,2018,2,"Real Estate"
NA,7,2018,2,"Real Estate"
NA,7,2018,2,"Real Estate"
NA,7,2018,2,"Real Estate"
NA,7,2018,2,"Real Estate"
NA,7,2018,2,"Real Estate"
NA,7,2018,2,"Real Estate"
NA,7,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,6,2018,2,"Real Estate"
NA,5,2018,2,"Real Estate"
NA,5,2018,2,"Real Estate"
NA,5,2018,2,"Real Estate"
NA,5,2018,2,"Real Estate"
NA,5,2018,2,"Real Estate"
NA,5,2018,2,"Real Estate"
NA,5,2018,2,"Real Estate"
NA,5,2018,2,"Real Estate"
NA,5,2018,2,"Real Estate"
NA,5,2018,2,"Real Estate"
NA,5,2018,2,"Religious Organizations"
NA,5,2018,2,"Religious Organizations"
NA,4,2018,2,"Religious Organizations"
NA,4,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,2,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,1,2018,2,"Religious Organizations"
NA,15448,2018,2,"Restaurants"
NA,7716,2018,2,"Restaurants"
NA,6548,2018,2,"Restaurants"
NA,5135,2018,2,"Restaurants"
NA,4579,2018,2,"Restaurants"
NA,4191,2018,2,"Restaurants"
NA,4172,2018,2,"Restaurants"
NA,3923,2018,2,"Restaurants"
NA,3789,2018,2,"Restaurants"
NA,3384,2018,2,"Restaurants"
NA,3324,2018,2,"Restaurants"
NA,3079,2018,2,"Restaurants"
NA,3013,2018,2,"Restaurants"
NA,2914,2018,2,"Restaurants"
NA,2912,2018,2,"Restaurants"
NA,2911,2018,2,"Restaurants"
NA,2777,2018,2,"Restaurants"
NA,2669,2018,2,"Restaurants"
NA,2631,2018,2,"Restaurants"
NA,2572,2018,2,"Restaurants"
NA,2543,2018,2,"Restaurants"
NA,2520,2018,2,"Restaurants"
NA,2512,2018,2,"Restaurants"
NA,2503,2018,2,"Restaurants"
NA,2482,2018,2,"Restaurants"
NA,2437,2018,2,"Restaurants"
NA,2399,2018,2,"Restaurants"
NA,2335,2018,2,"Restaurants"
NA,2328,2018,2,"Restaurants"
NA,2318,2018,2,"Restaurants"
NA,2293,2018,2,"Restaurants"
NA,2282,2018,2,"Restaurants"
NA,2253,2018,2,"Restaurants"
NA,2208,2018,2,"Restaurants"
NA,2190,2018,2,"Restaurants"
NA,2188,2018,2,"Restaurants"
NA,2180,2018,2,"Restaurants"
NA,2171,2018,2,"Restaurants"
NA,2164,2018,2,"Restaurants"
NA,2107,2018,2,"Restaurants"
NA,2064,2018,2,"Restaurants"
NA,2042,2018,2,"Restaurants"
NA,2041,2018,2,"Restaurants"
NA,2031,2018,2,"Restaurants"
NA,2029,2018,2,"Restaurants"
NA,2027,2018,2,"Restaurants"
NA,2022,2018,2,"Restaurants"
NA,1985,2018,2,"Restaurants"
NA,1980,2018,2,"Restaurants"
NA,1965,2018,2,"Restaurants"
NA,1951,2018,2,"Restaurants"
NA,1888,2018,2,"Restaurants"
NA,1879,2018,2,"Restaurants"
NA,1870,2018,2,"Restaurants"
NA,1863,2018,2,"Restaurants"
NA,1862,2018,2,"Restaurants"
NA,1855,2018,2,"Restaurants"
NA,1850,2018,2,"Restaurants"
NA,1840,2018,2,"Restaurants"
NA,1805,2018,2,"Restaurants"
NA,1784,2018,2,"Restaurants"
NA,1758,2018,2,"Restaurants"
NA,1721,2018,2,"Restaurants"
NA,1713,2018,2,"Restaurants"
NA,1659,2018,2,"Restaurants"
NA,1646,2018,2,"Restaurants"
NA,1613,2018,2,"Restaurants"
NA,1604,2018,2,"Restaurants"
NA,1602,2018,2,"Restaurants"
NA,1599,2018,2,"Restaurants"
NA,1533,2018,2,"Restaurants"
NA,1503,2018,2,"Restaurants"
NA,1498,2018,2,"Restaurants"
NA,1491,2018,2,"Restaurants"
NA,1485,2018,2,"Restaurants"
NA,1481,2018,2,"Restaurants"
NA,1462,2018,2,"Restaurants"
NA,1450,2018,2,"Restaurants"
NA,1444,2018,2,"Restaurants"
NA,1438,2018,2,"Restaurants"
NA,1421,2018,2,"Restaurants"
NA,1413,2018,2,"Restaurants"
NA,1401,2018,2,"Restaurants"
NA,1383,2018,2,"Restaurants"
NA,1370,2018,2,"Restaurants"
NA,1357,2018,2,"Restaurants"
NA,1356,2018,2,"Restaurants"
NA,1354,2018,2,"Restaurants"
NA,1353,2018,2,"Restaurants"
NA,1315,2018,2,"Restaurants"
NA,1305,2018,2,"Restaurants"
NA,1291,2018,2,"Restaurants"
NA,1284,2018,2,"Restaurants"
NA,1275,2018,2,"Restaurants"
NA,1270,2018,2,"Restaurants"
NA,1256,2018,2,"Restaurants"
NA,1247,2018,2,"Restaurants"
NA,1207,2018,2,"Restaurants"
NA,1193,2018,2,"Restaurants"
NA,1185,2018,2,"Restaurants"
NA,570,2018,2,"Shopping"
NA,184,2018,2,"Shopping"
NA,143,2018,2,"Shopping"
NA,135,2018,2,"Shopping"
NA,120,2018,2,"Shopping"
NA,107,2018,2,"Shopping"
NA,91,2018,2,"Shopping"
NA,87,2018,2,"Shopping"
NA,85,2018,2,"Shopping"
NA,82,2018,2,"Shopping"
NA,76,2018,2,"Shopping"
NA,74,2018,2,"Shopping"
NA,72,2018,2,"Shopping"
NA,71,2018,2,"Shopping"
NA,66,2018,2,"Shopping"
NA,61,2018,2,"Shopping"
NA,59,2018,2,"Shopping"
NA,55,2018,2,"Shopping"
NA,52,2018,2,"Shopping"
NA,49,2018,2,"Shopping"
NA,48,2018,2,"Shopping"
NA,46,2018,2,"Shopping"
NA,42,2018,2,"Shopping"
NA,42,2018,2,"Shopping"
NA,41,2018,2,"Shopping"
NA,40,2018,2,"Shopping"
NA,38,2018,2,"Shopping"
NA,37,2018,2,"Shopping"
NA,37,2018,2,"Shopping"
NA,35,2018,2,"Shopping"
NA,35,2018,2,"Shopping"
NA,35,2018,2,"Shopping"
NA,35,2018,2,"Shopping"
NA,35,2018,2,"Shopping"
NA,34,2018,2,"Shopping"
NA,32,2018,2,"Shopping"
NA,32,2018,2,"Shopping"
NA,30,2018,2,"Shopping"
NA,29,2018,2,"Shopping"
NA,28,2018,2,"Shopping"
NA,27,2018,2,"Shopping"
NA,27,2018,2,"Shopping"
NA,27,2018,2,"Shopping"
NA,26,2018,2,"Shopping"
NA,26,2018,2,"Shopping"
NA,26,2018,2,"Shopping"
NA,26,2018,2,"Shopping"
NA,26,2018,2,"Shopping"
NA,26,2018,2,"Shopping"
NA,26,2018,2,"Shopping"
NA,26,2018,2,"Shopping"
NA,25,2018,2,"Shopping"
NA,25,2018,2,"Shopping"
NA,25,2018,2,"Shopping"
NA,25,2018,2,"Shopping"
NA,24,2018,2,"Shopping"
NA,24,2018,2,"Shopping"
NA,24,2018,2,"Shopping"
NA,24,2018,2,"Shopping"
NA,24,2018,2,"Shopping"
NA,24,2018,2,"Shopping"
NA,23,2018,2,"Shopping"
NA,23,2018,2,"Shopping"
NA,23,2018,2,"Shopping"
NA,23,2018,2,"Shopping"
NA,23,2018,2,"Shopping"
NA,23,2018,2,"Shopping"
NA,22,2018,2,"Shopping"
NA,22,2018,2,"Shopping"
NA,22,2018,2,"Shopping"
NA,22,2018,2,"Shopping"
NA,21,2018,2,"Shopping"
NA,21,2018,2,"Shopping"
NA,21,2018,2,"Shopping"
NA,21,2018,2,"Shopping"
NA,21,2018,2,"Shopping"
NA,20,2018,2,"Shopping"
NA,20,2018,2,"Shopping"
NA,20,2018,2,"Shopping"
NA,20,2018,2,"Shopping"
NA,20,2018,2,"Shopping"
NA,20,2018,2,"Shopping"
NA,20,2018,2,"Shopping"
NA,20,2018,2,"Shopping"
NA,20,2018,2,"Shopping"
NA,19,2018,2,"Shopping"
NA,19,2018,2,"Shopping"
NA,19,2018,2,"Shopping"
NA,19,2018,2,"Shopping"
NA,19,2018,2,"Shopping"
NA,19,2018,2,"Shopping"
NA,19,2018,2,"Shopping"
NA,19,2018,2,"Shopping"
NA,19,2018,2,"Shopping"
NA,18,2018,2,"Shopping"
NA,18,2018,2,"Shopping"
NA,18,2018,2,"Shopping"
NA,18,2018,2,"Shopping"
NA,18,2018,2,"Shopping"
NA,18,2018,2,"Shopping"
NA,2448,2018,3,"Active Life"
NA,1182,2018,3,"Active Life"
NA,1041,2018,3,"Active Life"
NA,641,2018,3,"Active Life"
NA,558,2018,3,"Active Life"
NA,538,2018,3,"Active Life"
NA,513,2018,3,"Active Life"
NA,394,2018,3,"Active Life"
NA,386,2018,3,"Active Life"
NA,327,2018,3,"Active Life"
NA,309,2018,3,"Active Life"
NA,298,2018,3,"Active Life"
NA,291,2018,3,"Active Life"
NA,287,2018,3,"Active Life"
NA,286,2018,3,"Active Life"
NA,272,2018,3,"Active Life"
NA,264,2018,3,"Active Life"
NA,256,2018,3,"Active Life"
NA,255,2018,3,"Active Life"
NA,246,2018,3,"Active Life"
NA,230,2018,3,"Active Life"
NA,223,2018,3,"Active Life"
NA,222,2018,3,"Active Life"
NA,214,2018,3,"Active Life"
NA,210,2018,3,"Active Life"
NA,207,2018,3,"Active Life"
NA,206,2018,3,"Active Life"
NA,204,2018,3,"Active Life"
NA,198,2018,3,"Active Life"
NA,191,2018,3,"Active Life"
NA,189,2018,3,"Active Life"
NA,186,2018,3,"Active Life"
NA,185,2018,3,"Active Life"
NA,185,2018,3,"Active Life"
NA,182,2018,3,"Active Life"
NA,180,2018,3,"Active Life"
NA,180,2018,3,"Active Life"
NA,178,2018,3,"Active Life"
NA,178,2018,3,"Active Life"
NA,176,2018,3,"Active Life"
NA,175,2018,3,"Active Life"
NA,165,2018,3,"Active Life"
NA,164,2018,3,"Active Life"
NA,163,2018,3,"Active Life"
NA,161,2018,3,"Active Life"
NA,160,2018,3,"Active Life"
NA,159,2018,3,"Active Life"
NA,157,2018,3,"Active Life"
NA,156,2018,3,"Active Life"
NA,154,2018,3,"Active Life"
NA,148,2018,3,"Active Life"
NA,146,2018,3,"Active Life"
NA,145,2018,3,"Active Life"
NA,145,2018,3,"Active Life"
NA,143,2018,3,"Active Life"
NA,142,2018,3,"Active Life"
NA,141,2018,3,"Active Life"
NA,141,2018,3,"Active Life"
NA,139,2018,3,"Active Life"
NA,139,2018,3,"Active Life"
NA,139,2018,3,"Active Life"
NA,134,2018,3,"Active Life"
NA,129,2018,3,"Active Life"
NA,129,2018,3,"Active Life"
NA,126,2018,3,"Active Life"
NA,125,2018,3,"Active Life"
NA,124,2018,3,"Active Life"
NA,124,2018,3,"Active Life"
NA,124,2018,3,"Active Life"
NA,121,2018,3,"Active Life"
NA,120,2018,3,"Active Life"
NA,119,2018,3,"Active Life"
NA,118,2018,3,"Active Life"
NA,117,2018,3,"Active Life"
NA,115,2018,3,"Active Life"
NA,112,2018,3,"Active Life"
NA,110,2018,3,"Active Life"
NA,102,2018,3,"Active Life"
NA,98,2018,3,"Active Life"
NA,86,2018,3,"Active Life"
NA,78,2018,3,"Active Life"
NA,74,2018,3,"Active Life"
NA,71,2018,3,"Active Life"
NA,71,2018,3,"Active Life"
NA,71,2018,3,"Active Life"
NA,69,2018,3,"Active Life"
NA,68,2018,3,"Active Life"
NA,67,2018,3,"Active Life"
NA,67,2018,3,"Active Life"
NA,66,2018,3,"Active Life"
NA,66,2018,3,"Active Life"
NA,65,2018,3,"Active Life"
NA,63,2018,3,"Active Life"
NA,62,2018,3,"Active Life"
NA,62,2018,3,"Active Life"
NA,62,2018,3,"Active Life"
NA,62,2018,3,"Active Life"
NA,62,2018,3,"Active Life"
NA,61,2018,3,"Active Life"
NA,60,2018,3,"Active Life"
NA,2532,2018,3,"Arts & Entertainment"
NA,2062,2018,3,"Arts & Entertainment"
NA,1016,2018,3,"Arts & Entertainment"
NA,884,2018,3,"Arts & Entertainment"
NA,658,2018,3,"Arts & Entertainment"
NA,658,2018,3,"Arts & Entertainment"
NA,591,2018,3,"Arts & Entertainment"
NA,509,2018,3,"Arts & Entertainment"
NA,481,2018,3,"Arts & Entertainment"
NA,480,2018,3,"Arts & Entertainment"
NA,480,2018,3,"Arts & Entertainment"
NA,446,2018,3,"Arts & Entertainment"
NA,425,2018,3,"Arts & Entertainment"
NA,408,2018,3,"Arts & Entertainment"
NA,311,2018,3,"Arts & Entertainment"
NA,310,2018,3,"Arts & Entertainment"
NA,303,2018,3,"Arts & Entertainment"
NA,301,2018,3,"Arts & Entertainment"
NA,295,2018,3,"Arts & Entertainment"
NA,295,2018,3,"Arts & Entertainment"
NA,292,2018,3,"Arts & Entertainment"
NA,290,2018,3,"Arts & Entertainment"
NA,287,2018,3,"Arts & Entertainment"
NA,285,2018,3,"Arts & Entertainment"
NA,283,2018,3,"Arts & Entertainment"
NA,278,2018,3,"Arts & Entertainment"
NA,277,2018,3,"Arts & Entertainment"
NA,276,2018,3,"Arts & Entertainment"
NA,267,2018,3,"Arts & Entertainment"
NA,265,2018,3,"Arts & Entertainment"
NA,263,2018,3,"Arts & Entertainment"
NA,262,2018,3,"Arts & Entertainment"
NA,262,2018,3,"Arts & Entertainment"
NA,256,2018,3,"Arts & Entertainment"
NA,254,2018,3,"Arts & Entertainment"
NA,249,2018,3,"Arts & Entertainment"
NA,247,2018,3,"Arts & Entertainment"
NA,243,2018,3,"Arts & Entertainment"
NA,233,2018,3,"Arts & Entertainment"
NA,232,2018,3,"Arts & Entertainment"
NA,227,2018,3,"Arts & Entertainment"
NA,219,2018,3,"Arts & Entertainment"
NA,215,2018,3,"Arts & Entertainment"
NA,213,2018,3,"Arts & Entertainment"
NA,213,2018,3,"Arts & Entertainment"
NA,210,2018,3,"Arts & Entertainment"
NA,209,2018,3,"Arts & Entertainment"
NA,206,2018,3,"Arts & Entertainment"
NA,201,2018,3,"Arts & Entertainment"
NA,201,2018,3,"Arts & Entertainment"
NA,200,2018,3,"Arts & Entertainment"
NA,200,2018,3,"Arts & Entertainment"
NA,197,2018,3,"Arts & Entertainment"
NA,197,2018,3,"Arts & Entertainment"
NA,195,2018,3,"Arts & Entertainment"
NA,193,2018,3,"Arts & Entertainment"
NA,192,2018,3,"Arts & Entertainment"
NA,192,2018,3,"Arts & Entertainment"
NA,191,2018,3,"Arts & Entertainment"
NA,187,2018,3,"Arts & Entertainment"
NA,183,2018,3,"Arts & Entertainment"
NA,180,2018,3,"Arts & Entertainment"
NA,180,2018,3,"Arts & Entertainment"
NA,179,2018,3,"Arts & Entertainment"
NA,177,2018,3,"Arts & Entertainment"
NA,176,2018,3,"Arts & Entertainment"
NA,173,2018,3,"Arts & Entertainment"
NA,167,2018,3,"Arts & Entertainment"
NA,162,2018,3,"Arts & Entertainment"
NA,157,2018,3,"Arts & Entertainment"
NA,153,2018,3,"Arts & Entertainment"
NA,151,2018,3,"Arts & Entertainment"
NA,151,2018,3,"Arts & Entertainment"
NA,148,2018,3,"Arts & Entertainment"
NA,148,2018,3,"Arts & Entertainment"
NA,147,2018,3,"Arts & Entertainment"
NA,143,2018,3,"Arts & Entertainment"
NA,143,2018,3,"Arts & Entertainment"
NA,140,2018,3,"Arts & Entertainment"
NA,127,2018,3,"Arts & Entertainment"
NA,111,2018,3,"Arts & Entertainment"
NA,102,2018,3,"Arts & Entertainment"
NA,100,2018,3,"Arts & Entertainment"
NA,95,2018,3,"Arts & Entertainment"
NA,94,2018,3,"Arts & Entertainment"
NA,93,2018,3,"Arts & Entertainment"
NA,92,2018,3,"Arts & Entertainment"
NA,89,2018,3,"Arts & Entertainment"
NA,83,2018,3,"Arts & Entertainment"
NA,81,2018,3,"Arts & Entertainment"
NA,80,2018,3,"Arts & Entertainment"
NA,79,2018,3,"Arts & Entertainment"
NA,79,2018,3,"Arts & Entertainment"
NA,79,2018,3,"Arts & Entertainment"
NA,79,2018,3,"Arts & Entertainment"
NA,79,2018,3,"Arts & Entertainment"
NA,78,2018,3,"Arts & Entertainment"
NA,77,2018,3,"Arts & Entertainment"
NA,76,2018,3,"Arts & Entertainment"
NA,76,2018,3,"Arts & Entertainment"
NA,4777,2018,3,"Automotive"
NA,3401,2018,3,"Automotive"
NA,2313,2018,3,"Automotive"
NA,1965,2018,3,"Automotive"
NA,960,2018,3,"Automotive"
NA,759,2018,3,"Automotive"
NA,602,2018,3,"Automotive"
NA,596,2018,3,"Automotive"
NA,580,2018,3,"Automotive"
NA,522,2018,3,"Automotive"
NA,506,2018,3,"Automotive"
NA,490,2018,3,"Automotive"
NA,475,2018,3,"Automotive"
NA,468,2018,3,"Automotive"
NA,459,2018,3,"Automotive"
NA,453,2018,3,"Automotive"
NA,451,2018,3,"Automotive"
NA,423,2018,3,"Automotive"
NA,413,2018,3,"Automotive"
NA,411,2018,3,"Automotive"
NA,394,2018,3,"Automotive"
NA,394,2018,3,"Automotive"
NA,385,2018,3,"Automotive"
NA,381,2018,3,"Automotive"
NA,361,2018,3,"Automotive"
NA,341,2018,3,"Automotive"
NA,338,2018,3,"Automotive"
NA,327,2018,3,"Automotive"
NA,327,2018,3,"Automotive"
NA,323,2018,3,"Automotive"
NA,321,2018,3,"Automotive"
NA,319,2018,3,"Automotive"
NA,315,2018,3,"Automotive"
NA,296,2018,3,"Automotive"
NA,294,2018,3,"Automotive"
NA,293,2018,3,"Automotive"
NA,290,2018,3,"Automotive"
NA,281,2018,3,"Automotive"
NA,266,2018,3,"Automotive"
